#SIZE 9
#predictions 10000
0.01,0.9937
0.02,0.9732
0.03,0.9324
0.04,0.8674
0.05,0.7881
0.06,0.6741
0.07,0.5716
#predictions 2500
0.08,0.4755
0.09,0.3665
0.1,0.2690
#predictions 1000
0.06,0.685

# # P_error, Win rate 3000
0.0,0.0
0.01,0.9896666666666667
0.02,0.973
0.03,0.9326666666666666
0.04,0.855
0.05,0.775
0.06,0.7006666666666667
0.07,0.555
0.08,0.4746666666666667
0.09,0.35733333333333334
0.1,0.27066666666666667
