#SIZE 13
#predictions 1000
0.01,0.992
0.02,0.945
0.03,0.879
0.04,0.775
0.05,0.624
0.06,0.483
0.07,0.312
0.08,0.225
0.09,0.147
0.1,0.073

#predictions 5000
0.01,0.9918
0.02,0.9604
0.03,0.8828
0.04,0.7864
0.05,0.6512
0.06,0.4932
0.07,0.3380

# # P_error, Win rate 3000 predictions
0.0,0.0
0.01,0.991
0.02,0.9536666666666667
0.03,0.8903333333333333
0.04,0.777
0.05,0.64
0.06,0.49233333333333335
0.07,0.34933333333333333
0.08,0.236
0.09,0.144
0.1,0.083
