# system_size, network_name, epoch, replay_memory, device, learning_rate, optimizer, total_training_steps, prediction_list_p_error, number_of_predictions, number_of_failed_syndroms, error_corrected_list, ground_state_list, average_number_of_steps_list, p_error_train, win_rate, training_time
9,size_9_NN_11,56,proportional,cuda,0.00025,Adam,168000,0.09,1000,95.0,0.935,0.908,17.2,0.09,0.905,7174.929152011871
9,size_9_NN_11,57,proportional,cuda,0.00025,Adam,171000,0.09,1000,109.0,0.915,0.898,17.7,0.09,0.891,7302.776704788208
9,size_9_NN_11,58,proportional,cuda,0.00025,Adam,174000,0.09,1000,89.0,0.954,0.916,16.6,0.09,0.911,7431.3330681324005
9,size_9_NN_11,59,proportional,cuda,0.00025,Adam,177000,0.09,1000,88.0,0.941,0.917,16.8,0.09,0.912,7560.597738742828
9,size_9_NN_11,60,proportional,cuda,0.00025,Adam,180000,0.09,1000,61.0,0.98,0.94,16.0,0.09,0.939,7691.806677818298
9,size_9_NN_11,61,proportional,cuda,0.00025,Adam,183000,0.09,1000,60.0,0.98,0.943,15.8,0.09,0.94,7819.27348947525
9,size_9_NN_11,62,proportional,cuda,0.00025,Adam,186000,0.09,1000,65.0,0.974,0.938,16.0,0.09,0.935,7948.207117557526
9,size_9_NN_11,63,proportional,cuda,0.00025,Adam,189000,0.09,1000,54.0,0.972,0.95,15.6,0.09,0.946,8077.412061691284
9,size_9_NN_11,64,proportional,cuda,0.00025,Adam,192000,0.09,1000,69.0,0.977,0.933,15.6,0.09,0.931,8205.116287946701
9,size_9_NN_11,65,proportional,cuda,0.00025,Adam,195000,0.09,1000,89.0,0.938,0.919,17.0,0.09,0.911,8335.301671028137
9,size_9_NN_11,66,proportional,cuda,0.00025,Adam,198000,0.09,1000,59.0,0.989,0.942,15.4,0.09,0.941,8464.077472686768
9,size_9_NN_11,67,proportional,cuda,0.00025,Adam,201000,0.09,1000,58.0,0.976,0.944,15.8,0.09,0.942,8592.440396308899
9,size_9_NN_11,68,proportional,cuda,0.00025,Adam,204000,0.09,1000,82.0,0.952,0.922,16.5,0.09,0.918,8720.50366616249
9,size_9_NN_11,69,proportional,cuda,0.00025,Adam,207000,0.09,1000,69.0,0.975,0.933,15.9,0.09,0.931,8850.027009248734
9,size_9_NN_11,70,proportional,cuda,0.00025,Adam,210000,0.09,1000,65.0,0.987,0.9359999999999999,15.4,0.09,0.935,8979.108370065689
9,size_9_NN_11,71,proportional,cuda,0.00025,Adam,213000,0.09,1000,87.0,0.965,0.917,16.3,0.09,0.913,9108.535565376282
9,size_9_NN_11,72,proportional,cuda,0.00025,Adam,216000,0.09,1000,61.0,0.98,0.9410000000000001,15.6,0.09,0.939,9237.203610181808
9,size_9_NN_11,73,proportional,cuda,0.00025,Adam,219000,0.09,1000,60.0,0.977,0.942,15.9,0.09,0.94,9365.956845283508
9,size_9_NN_11,74,proportional,cuda,0.00025,Adam,222000,0.09,1000,58.0,0.972,0.945,15.9,0.09,0.942,9495.338354825974
9,size_9_NN_11,75,proportional,cuda,0.00025,Adam,225000,0.09,1000,78.0,0.96,0.924,16.5,0.09,0.922,9625.05361866951
9,size_9_NN_11,76,proportional,cuda,0.00025,Adam,228000,0.09,1000,65.0,0.973,0.938,15.9,0.09,0.935,9754.553262710571
9,size_9_NN_11,77,proportional,cuda,0.00025,Adam,231000,0.09,1000,75.0,0.969,0.927,16.2,0.09,0.925,9884.731137990952
9,size_9_NN_11,78,proportional,cuda,0.00025,Adam,234000,0.09,1000,73.0,0.977,0.929,16.1,0.09,0.927,10014.88953590393
9,size_9_NN_11,79,proportional,cuda,0.00025,Adam,237000,0.09,1000,64.0,0.977,0.94,15.6,0.09,0.936,10142.818336486816
9,size_9_NN_11,80,proportional,cuda,0.00025,Adam,240000,0.09,1000,98.0,0.934,0.905,17.2,0.09,0.902,10268.824273824692
9,size_9_NN_11,81,proportional,cuda,0.00025,Adam,243000,0.09,1000,61.0,0.976,0.9410000000000001,15.7,0.09,0.939,10396.132672548294
9,size_9_NN_11,82,proportional,cuda,0.00025,Adam,246000,0.09,1000,52.0,0.978,0.951,15.5,0.09,0.948,10525.472056388855
9,size_9_NN_11,83,proportional,cuda,0.00025,Adam,249000,0.09,1000,72.0,0.983,0.9299999999999999,15.6,0.09,0.928,10654.101848840714
9,size_9_NN_11,84,proportional,cuda,0.00025,Adam,252000,0.09,1000,51.0,0.99,0.95,15.3,0.09,0.949,10782.989290237427
9,size_9_NN_11,85,proportional,cuda,0.00025,Adam,255000,0.09,1000,64.0,0.98,0.938,15.6,0.09,0.936,10912.08418893814
9,size_9_NN_11,86,proportional,cuda,0.00025,Adam,258000,0.09,1000,63.0,0.981,0.937,15.9,0.09,0.937,11040.442739725113
9,size_9_NN_11,87,proportional,cuda,0.00025,Adam,261000,0.09,1000,72.0,0.958,0.931,16.3,0.09,0.928,11168.967785835266
9,size_9_NN_11,88,proportional,cuda,0.00025,Adam,264000,0.09,1000,63.0,0.969,0.942,15.9,0.09,0.937,11298.98466873169
9,size_9_NN_11,89,proportional,cuda,0.00025,Adam,267000,0.09,1000,53.0,0.976,0.948,15.7,0.09,0.947,11428.071662187576
9,size_9_NN_11,90,proportional,cuda,0.00025,Adam,270000,0.09,1000,55.0,0.981,0.946,15.9,0.09,0.945,11557.727992296219
9,size_9_NN_11,91,proportional,cuda,0.00025,Adam,273000,0.09,1000,82.0,0.958,0.923,16.3,0.09,0.918,11686.301547288895
9,size_9_NN_11,92,proportional,cuda,0.00025,Adam,276000,0.09,1000,81.0,0.963,0.921,16.2,0.09,0.919,11815.044334173203
9,size_9_NN_11,93,proportional,cuda,0.00025,Adam,279000,0.09,1000,94.0,0.945,0.912,16.8,0.09,0.906,11945.33902001381
9,size_9_NN_11,94,proportional,cuda,0.00025,Adam,282000,0.09,1000,58.0,0.985,0.943,15.5,0.09,0.942,12075.471816062927
9,size_9_NN_11,95,proportional,cuda,0.00025,Adam,285000,0.09,1000,63.0,0.981,0.94,15.7,0.09,0.937,12206.1828789711
9,size_9_NN_11,96,proportional,cuda,0.00025,Adam,288000,0.09,1000,76.0,0.962,0.926,16.3,0.09,0.924,12335.654240369797
9,size_9_NN_11,97,proportional,cuda,0.00025,Adam,291000,0.09,1000,58.0,0.973,0.942,15.9,0.09,0.942,12464.930768013
9,size_9_NN_11,98,proportional,cuda,0.00025,Adam,294000,0.09,1000,72.0,0.96,0.928,16.1,0.09,0.928,12593.72877407074
9,size_9_NN_11,99,proportional,cuda,0.00025,Adam,297000,0.09,1000,63.0,0.978,0.938,15.7,0.09,0.937,12722.786193847656
9,size_9_NN_11,100,proportional,cuda,0.00025,Adam,300000,0.09,1000,58.0,0.976,0.947,15.7,0.09,0.942,12851.005897760391
9,size_9_NN_11,101,proportional,cuda,0.00025,Adam,303000,0.09,1000,62.0,0.974,0.9410000000000001,15.8,0.09,0.938,12979.61082649231
9,size_9_NN_11,102,proportional,cuda,0.00025,Adam,306000,0.09,1000,74.0,0.973,0.9299999999999999,15.8,0.09,0.926,13107.541768312454
9,size_9_NN_11,103,proportional,cuda,0.00025,Adam,309000,0.09,1000,88.0,0.943,0.915,16.9,0.09,0.912,13236.082488298416
9,size_9_NN_11,104,proportional,cuda,0.00025,Adam,312000,0.09,1000,80.0,0.958,0.923,16.4,0.09,0.92,13366.332202911377
9,size_9_NN_11,105,proportional,cuda,0.00025,Adam,315000,0.09,1000,65.0,0.976,0.937,15.8,0.09,0.935,13495.508806467056
9,size_9_NN_11,106,proportional,cuda,0.00025,Adam,318000,0.09,1000,69.0,0.98,0.9319999999999999,15.8,0.09,0.931,13623.388610839844
9,size_9_NN_11,107,proportional,cuda,0.00025,Adam,321000,0.09,1000,47.0,0.984,0.955,15.7,0.09,0.953,13753.658917188644
9,size_9_NN_11,108,proportional,cuda,0.00025,Adam,324000,0.09999999999999999,1000,97.0,0.975,0.903,17.5,0.09999999999999999,0.903,13884.681596040726
9,size_9_NN_11,109,proportional,cuda,0.00025,Adam,327000,0.09999999999999999,1000,101.0,0.951,0.902,18.2,0.09999999999999999,0.899,14012.143426418304
9,size_9_NN_11,110,proportional,cuda,0.00025,Adam,330000,0.09999999999999999,1000,107.0,0.971,0.896,17.8,0.09999999999999999,0.893,14143.174043893814
9,size_9_NN_11,111,proportional,cuda,0.00025,Adam,333000,0.09999999999999999,1000,104.0,0.96,0.898,18.0,0.09999999999999999,0.896,14275.25602555275
9,size_9_NN_11,112,proportional,cuda,0.00025,Adam,336000,0.09999999999999999,1000,108.0,0.947,0.896,18.5,0.09999999999999999,0.892,14404.989876508713
9,size_9_NN_11,113,proportional,cuda,0.00025,Adam,339000,0.09999999999999999,1000,104.0,0.957,0.898,18.2,0.09999999999999999,0.896,14534.907804965973
9,size_9_NN_11,114,proportional,cuda,0.00025,Adam,342000,0.09999999999999999,1000,115.0,0.961,0.888,18.3,0.09999999999999999,0.885,14665.175951242447
9,size_9_NN_11,115,proportional,cuda,0.00025,Adam,345000,0.09999999999999999,1000,110.0,0.964,0.893,18.0,0.09999999999999999,0.89,14796.565443515778
9,size_9_NN_11,116,proportional,cuda,0.00025,Adam,348000,0.09999999999999999,1000,120.0,0.926,0.887,19.2,0.09999999999999999,0.88,14928.24419593811
9,size_9_NN_11,117,proportional,cuda,0.00025,Adam,351000,0.09999999999999999,1000,100.0,0.97,0.904,17.9,0.09999999999999999,0.9,15059.618857383728
9,size_9_NN_11,118,proportional,cuda,0.00025,Adam,354000,0.09999999999999999,1000,84.0,0.966,0.916,17.7,0.09999999999999999,0.916,15190.822652578354
9,size_9_NN_11,119,proportional,cuda,0.00025,Adam,357000,0.09999999999999999,1000,114.0,0.947,0.892,18.5,0.09999999999999999,0.886,15319.945698022842
9,size_9_NN_11,120,proportional,cuda,0.00025,Adam,360000,0.09999999999999999,1000,123.0,0.95,0.881,18.4,0.09999999999999999,0.877,15451.766271829605
9,size_9_NN_11,121,proportional,cuda,0.00025,Adam,363000,0.09999999999999999,1000,87.0,0.985,0.913,17.3,0.09999999999999999,0.913,15583.684420347214
9,size_9_NN_11,122,proportional,cuda,0.00025,Adam,366000,0.09999999999999999,1000,112.0,0.948,0.901,18.5,0.09999999999999999,0.888,15712.102317810059
9,size_9_NN_11,123,proportional,cuda,0.00025,Adam,369000,0.09999999999999999,1000,95.0,0.959,0.914,18.0,0.09999999999999999,0.905,15841.804576396942
9,size_9_NN_11,124,proportional,cuda,0.00025,Adam,372000,0.09999999999999999,1000,83.0,0.976,0.917,17.6,0.09999999999999999,0.917,15972.56533241272
9,size_9_NN_11,125,proportional,cuda,0.00025,Adam,375000,0.09999999999999999,1000,107.0,0.973,0.894,17.7,0.09999999999999999,0.893,16101.205738306046
9,size_9_NN_11,126,proportional,cuda,0.00025,Adam,378000,0.09999999999999999,1000,94.0,0.956,0.912,18.1,0.09999999999999999,0.906,16230.774584770203
9,size_9_NN_11,127,proportional,cuda,0.00025,Adam,381000,0.09999999999999999,1000,117.0,0.936,0.889,18.5,0.09999999999999999,0.883,16361.686267375946
9,size_9_NN_11,128,proportional,cuda,0.00025,Adam,384000,0.09999999999999999,1000,118.0,0.937,0.889,18.7,0.09999999999999999,0.882,16489.430722475052
9,size_9_NN_11,129,proportional,cuda,0.00025,Adam,387000,0.09999999999999999,1000,116.0,0.947,0.887,18.3,0.09999999999999999,0.884,16620.166235923767
9,size_9_NN_11,130,proportional,cuda,0.00025,Adam,390000,0.09999999999999999,1000,121.0,0.937,0.881,18.7,0.09999999999999999,0.879,16752.106525421143
9,size_9_NN_11,131,proportional,cuda,0.00025,Adam,393000,0.09999999999999999,1000,106.0,0.946,0.9,18.5,0.09999999999999999,0.894,16882.174001693726
9,size_9_NN_11,132,proportional,cuda,0.00025,Adam,396000,0.09999999999999999,1000,109.0,0.951,0.896,18.4,0.09999999999999999,0.891,17012.812345266342
9,size_9_NN_11,133,proportional,cuda,0.00025,Adam,399000,0.09999999999999999,1000,94.0,0.965,0.91,17.7,0.09999999999999999,0.906,17143.499897003174
9,size_9_NN_11,134,proportional,cuda,0.00025,Adam,402000,0.09999999999999999,1000,95.0,0.959,0.909,18.1,0.09999999999999999,0.905,17270.239100456238
9,size_9_NN_11,135,proportional,cuda,0.00025,Adam,405000,0.09999999999999999,1000,125.0,0.949,0.876,18.6,0.09999999999999999,0.875,17400.735988616943
9,size_9_NN_11,136,proportional,cuda,0.00025,Adam,408000,0.09999999999999999,1000,91.0,0.958,0.909,18.1,0.09999999999999999,0.909,17531.68391227722
9,size_9_NN_11,137,proportional,cuda,0.00025,Adam,411000,0.09999999999999999,1000,86.0,0.963,0.922,17.8,0.09999999999999999,0.914,17659.44691991806
9,size_9_NN_11,138,proportional,cuda,0.00025,Adam,414000,0.09999999999999999,1000,83.0,0.974,0.919,17.3,0.09999999999999999,0.917,17788.931720256805
9,size_9_NN_11,139,proportional,cuda,0.00025,Adam,417000,0.09999999999999999,1000,127.0,0.956,0.878,18.5,0.09999999999999999,0.873,17920.413668632507
9,size_9_NN_11,140,proportional,cuda,0.00025,Adam,420000,0.09999999999999999,1000,109.0,0.973,0.892,17.8,0.09999999999999999,0.891,18050.752737522125
9,size_9_NN_11,141,proportional,cuda,0.00025,Adam,423000,0.09999999999999999,1000,107.0,0.967,0.897,17.9,0.09999999999999999,0.893,18181.654908180237
9,size_9_NN_11,142,proportional,cuda,0.00025,Adam,426000,0.09999999999999999,1000,73.0,0.979,0.931,17.2,0.09999999999999999,0.927,18313.928182840347
9,size_9_NN_11,143,proportional,cuda,0.00025,Adam,429000,0.09999999999999999,1000,105.0,0.953,0.899,18.4,0.09999999999999999,0.895,18443.436222314835
9,size_9_NN_11,144,proportional,cuda,0.00025,Adam,432000,0.09999999999999999,1000,112.0,0.937,0.89,18.6,0.09999999999999999,0.888,18573.271181106567
9,size_9_NN_11,145,proportional,cuda,0.00025,Adam,435000,0.09999999999999999,1000,113.0,0.955,0.887,18.2,0.09999999999999999,0.887,18704.02041721344
9,size_9_NN_11,146,proportional,cuda,0.00025,Adam,438000,0.09999999999999999,1000,104.0,0.97,0.899,17.9,0.09999999999999999,0.896,18833.221896648407
9,size_9_NN_11,147,proportional,cuda,0.00025,Adam,441000,0.09999999999999999,1000,106.0,0.951,0.9,18.2,0.09999999999999999,0.894,18964.591853380203
9,size_9_NN_11,148,proportional,cuda,0.00025,Adam,444000,0.09999999999999999,1000,101.0,0.956,0.905,18.1,0.09999999999999999,0.899,19093.426537513733
9,size_9_NN_11,149,proportional,cuda,0.00025,Adam,447000,0.09999999999999999,1000,95.0,0.966,0.907,17.8,0.09999999999999999,0.905,19225.30096101761
9,size_9_NN_11,150,proportional,cuda,0.00025,Adam,450000,0.09999999999999999,1000,111.0,0.951,0.893,18.4,0.09999999999999999,0.889,19356.061785936356
9,size_9_NN_11,151,proportional,cuda,0.00025,Adam,453000,0.09999999999999999,1000,99.0,0.974,0.903,17.5,0.09999999999999999,0.901,19483.878759384155
9,size_9_NN_11,152,proportional,cuda,0.00025,Adam,456000,0.09999999999999999,1000,106.0,0.954,0.899,18.2,0.09999999999999999,0.894,19613.09356212616
9,size_9_NN_11,153,proportional,cuda,0.00025,Adam,459000,0.09999999999999999,1000,111.0,0.961,0.893,18.0,0.09999999999999999,0.889,19742.33904838562
9,size_9_NN_11,154,proportional,cuda,0.00025,Adam,462000,0.09999999999999999,1000,102.0,0.961,0.902,18.0,0.09999999999999999,0.898,19873.278983831406
9,size_9_NN_11,155,proportional,cuda,0.00025,Adam,465000,0.09999999999999999,1000,111.0,0.956,0.893,18.3,0.09999999999999999,0.889,20003.055632591248
9,size_9_NN_11,156,proportional,cuda,0.00025,Adam,468000,0.09999999999999999,1000,89.0,0.954,0.913,18.2,0.09999999999999999,0.911,20132.717816352844
9,size_9_NN_11,157,proportional,cuda,0.00025,Adam,471000,0.09999999999999999,1000,108.0,0.95,0.895,18.2,0.09999999999999999,0.892,20264.8757956028
9,size_9_NN_11,158,proportional,cuda,0.00025,Adam,474000,0.09999999999999999,1000,115.0,0.957,0.89,18.2,0.09999999999999999,0.885,20396.6607067585
9,size_9_NN_11,159,proportional,cuda,0.00025,Adam,477000,0.09999999999999999,1000,105.0,0.95,0.898,18.1,0.09999999999999999,0.895,20527.04753136635
9,size_9_NN_11,160,proportional,cuda,0.00025,Adam,480000,0.09999999999999999,1000,106.0,0.962,0.9,18.0,0.09999999999999999,0.894,20656.573776483536
9,size_9_NN_11,161,proportional,cuda,0.00025,Adam,483000,0.09999999999999999,1000,97.0,0.953,0.908,18.0,0.09999999999999999,0.903,20786.51718711853
9,size_9_NN_11,162,proportional,cuda,0.00025,Adam,486000,0.09999999999999999,1000,102.0,0.957,0.903,18.3,0.09999999999999999,0.898,20918.480979919434
9,size_9_NN_11,163,proportional,cuda,0.00025,Adam,489000,0.09999999999999999,1000,106.0,0.96,0.899,18.1,0.09999999999999999,0.894,21050.348586559296
9,size_9_NN_11,164,proportional,cuda,0.00025,Adam,492000,0.09999999999999999,1000,84.0,0.971,0.92,17.6,0.09999999999999999,0.916,21180.389427900314
9,size_9_NN_11,165,proportional,cuda,0.00025,Adam,495000,0.09999999999999999,1000,98.0,0.971,0.904,17.6,0.09999999999999999,0.902,21311.637234210968
9,size_9_NN_11,166,proportional,cuda,0.00025,Adam,498000,0.09999999999999999,1000,92.0,0.966,0.91,17.8,0.09999999999999999,0.908,21441.83167529106
9,size_9_NN_11,167,proportional,cuda,0.00025,Adam,501000,0.09999999999999999,1000,87.0,0.976,0.915,17.5,0.09999999999999999,0.913,21570.700917720795
9,size_9_NN_11,168,proportional,cuda,0.00025,Adam,504000,0.09999999999999999,1000,113.0,0.972,0.892,17.8,0.09999999999999999,0.887,21701.38816857338
9,size_9_NN_11,169,proportional,cuda,0.00025,Adam,507000,0.09999999999999999,1000,100.0,0.944,0.905,18.5,0.09999999999999999,0.9,21830.882206201553
9,size_9_NN_11,170,proportional,cuda,0.00025,Adam,510000,0.09999999999999999,1000,99.0,0.956,0.904,18.2,0.09999999999999999,0.901,21960.256376743317
9,size_9_NN_11,171,proportional,cuda,0.00025,Adam,513000,0.09999999999999999,1000,104.0,0.975,0.899,17.7,0.09999999999999999,0.896,22091.685055732727
9,size_9_NN_11,172,proportional,cuda,0.00025,Adam,516000,0.09999999999999999,1000,91.0,0.978,0.913,17.5,0.09999999999999999,0.909,22223.455637454987
9,size_9_NN_11,173,proportional,cuda,0.00025,Adam,519000,0.09999999999999999,1000,108.0,0.945,0.894,18.3,0.09999999999999999,0.892,22351.729024410248
9,size_9_NN_11,174,proportional,cuda,0.00025,Adam,522000,0.09999999999999999,1000,100.0,0.951,0.905,18.2,0.09999999999999999,0.9,22482.754440307617
9,size_9_NN_11,175,proportional,cuda,0.00025,Adam,525000,0.09999999999999999,1000,114.0,0.957,0.888,18.0,0.09999999999999999,0.886,22613.82147717476
9,size_9_NN_11,176,proportional,cuda,0.00025,Adam,528000,0.09999999999999999,1000,132.0,0.923,0.874,19.2,0.09999999999999999,0.868,22743.804700374603
9,size_9_NN_11,177,proportional,cuda,0.00025,Adam,531000,0.09999999999999999,1000,136.0,0.92,0.871,19.5,0.09999999999999999,0.864,22875.127566576004
9,size_9_NN_11,178,proportional,cuda,0.00025,Adam,534000,0.09999999999999999,1000,99.0,0.959,0.901,17.9,0.09999999999999999,0.901,23006.429880857468
9,size_9_NN_11,179,proportional,cuda,0.00025,Adam,537000,0.09999999999999999,1000,112.0,0.944,0.895,18.7,0.09999999999999999,0.888,23138.771314382553
