# system_size, network_name, epoch, replay_memory, device, learning_rate, optimizer, total_training_steps, prediction_list_p_error, number_of_predictions, number_of_failed_syndroms, error_corrected_list, ground_state_list, average_number_of_steps_list, p_error_train, win_rate, training_time
11,size_11_NN_11,195,proportional,cuda,0.00025,Adam,585000,0.09,1000,96.0,0.922,0.916,24.5,0.09,0.904,31964.722438812256
11,size_11_NN_11,196,proportional,cuda,0.00025,Adam,588000,0.09,1000,86.0,0.937,0.924,24.5,0.09,0.914,32127.801201581955
11,size_11_NN_11,197,proportional,cuda,0.00025,Adam,591000,0.09,1000,88.0,0.938,0.917,24.0,0.09,0.912,32295.59176301956
11,size_11_NN_11,198,proportional,cuda,0.00025,Adam,594000,0.09,1000,100.0,0.932,0.912,24.5,0.09,0.9,32460.335978746414
11,size_11_NN_11,199,proportional,cuda,0.00025,Adam,597000,0.09,1000,75.0,0.948,0.9319999999999999,23.7,0.09,0.925,32626.350792646408
11,size_11_NN_11,200,proportional,cuda,0.00025,Adam,600000,0.09,1000,101.0,0.922,0.908,24.4,0.09,0.899,32792.997997522354
11,size_11_NN_11,201,proportional,cuda,0.00025,Adam,603000,0.09,1000,62.0,0.962,0.942,23.2,0.09,0.938,32956.975304841995
11,size_11_NN_11,202,proportional,cuda,0.00025,Adam,606000,0.09,1000,83.0,0.946,0.924,24.1,0.09,0.917,33123.7861263752
11,size_11_NN_11,203,proportional,cuda,0.00025,Adam,609000,0.09,1000,111.0,0.913,0.9,25.0,0.09,0.889,33284.35539126396
11,size_11_NN_11,204,proportional,cuda,0.00025,Adam,612000,0.09,1000,112.0,0.906,0.901,25.1,0.09,0.888,33450.00821685791
11,size_11_NN_11,205,proportional,cuda,0.00025,Adam,615000,0.09,1000,93.0,0.928,0.911,24.9,0.09,0.907,33611.88914132118
11,size_11_NN_11,206,proportional,cuda,0.00025,Adam,618000,0.09,1000,93.0,0.93,0.917,24.4,0.09,0.907,33777.761279821396
11,size_11_NN_11,207,proportional,cuda,0.00025,Adam,621000,0.09,1000,60.0,0.955,0.946,23.4,0.09,0.94,33941.73171854019
11,size_11_NN_11,208,proportional,cuda,0.00025,Adam,624000,0.09,1000,66.0,0.969,0.937,23.4,0.09,0.934,34110.22236800194
11,size_11_NN_11,209,proportional,cuda,0.00025,Adam,627000,0.09,1000,81.0,0.941,0.924,24.1,0.09,0.919,34272.88158988953
11,size_11_NN_11,210,proportional,cuda,0.00025,Adam,630000,0.09,1000,82.0,0.949,0.922,23.9,0.09,0.918,34438.97741699219
11,size_11_NN_11,211,proportional,cuda,0.00025,Adam,633000,0.09,1000,66.0,0.952,0.9390000000000001,23.7,0.09,0.934,34605.5679268837
11,size_11_NN_11,212,proportional,cuda,0.00025,Adam,636000,0.09,1000,85.0,0.939,0.919,24.2,0.09,0.915,34772.00239467621
11,size_11_NN_11,213,proportional,cuda,0.00025,Adam,639000,0.09,1000,95.0,0.944,0.909,24.2,0.09,0.905,34936.18002271652
11,size_11_NN_11,214,proportional,cuda,0.00025,Adam,642000,0.09,1000,77.0,0.944,0.929,23.9,0.09,0.923,35102.499031066895
11,size_11_NN_11,215,proportional,cuda,0.00025,Adam,645000,0.09,1000,186.0,0.824,0.829,26.9,0.09,0.814,35268.80952215195
11,size_11_NN_11,216,proportional,cuda,0.00025,Adam,648000,0.09,1000,119.0,0.907,0.891,25.1,0.09,0.881,35435.06664562225
11,size_11_NN_11,217,proportional,cuda,0.00025,Adam,651000,0.09,1000,65.0,0.96,0.937,23.5,0.09,0.935,35601.000161886215
11,size_11_NN_11,218,proportional,cuda,0.00025,Adam,654000,0.09,1000,85.0,0.947,0.919,24.0,0.09,0.915,35768.04004740715
11,size_11_NN_11,219,proportional,cuda,0.00025,Adam,657000,0.09,1000,69.0,0.948,0.9339999999999999,24.0,0.09,0.931,35936.60412096977
11,size_11_NN_11,220,proportional,cuda,0.00025,Adam,660000,0.09,1000,93.0,0.932,0.916,24.5,0.09,0.907,36098.10691547394
11,size_11_NN_11,221,proportional,cuda,0.00025,Adam,663000,0.09,1000,67.0,0.953,0.937,23.4,0.09,0.933,36264.94687962532
11,size_11_NN_11,222,proportional,cuda,0.00025,Adam,666000,0.09,1000,63.0,0.961,0.942,23.7,0.09,0.937,36430.081600904465
11,size_11_NN_11,223,proportional,cuda,0.00025,Adam,669000,0.09,1000,85.0,0.951,0.918,24.0,0.09,0.915,36597.65666913986
11,size_11_NN_11,224,proportional,cuda,0.00025,Adam,672000,0.09,1000,105.0,0.931,0.899,24.5,0.09,0.895,36761.41699838638
11,size_11_NN_11,225,proportional,cuda,0.00025,Adam,675000,0.09,1000,105.0,0.91,0.898,25.0,0.09,0.895,36928.98117637634
11,size_11_NN_11,226,proportional,cuda,0.00025,Adam,678000,0.09,1000,64.0,0.963,0.942,23.5,0.09,0.936,37092.9693043232
11,size_11_NN_11,227,proportional,cuda,0.00025,Adam,681000,0.09,1000,76.0,0.958,0.933,23.8,0.09,0.924,37259.760684490204
11,size_11_NN_11,228,proportional,cuda,0.00025,Adam,684000,0.09,1000,84.0,0.944,0.921,24.2,0.09,0.916,37424.4367415905
11,size_11_NN_11,229,proportional,cuda,0.00025,Adam,687000,0.09,1000,69.0,0.951,0.9359999999999999,23.6,0.09,0.931,37592.26285362244
11,size_11_NN_11,230,proportional,cuda,0.00025,Adam,690000,0.09,1000,101.0,0.927,0.903,24.4,0.09,0.899,37757.73413348198
11,size_11_NN_11,231,proportional,cuda,0.00025,Adam,693000,0.09,1000,83.0,0.944,0.925,24.0,0.09,0.917,37927.78543281555
11,size_11_NN_11,232,proportional,cuda,0.00025,Adam,696000,0.09,1000,85.0,0.948,0.918,24.3,0.09,0.915,38092.90603685379
11,size_11_NN_11,233,proportional,cuda,0.00025,Adam,699000,0.09,1000,86.0,0.943,0.919,24.1,0.09,0.914,38262.40811061859
11,size_11_NN_11,234,proportional,cuda,0.00025,Adam,702000,0.09,1000,89.0,0.938,0.917,24.3,0.09,0.911,38429.36730313301
11,size_11_NN_11,235,proportional,cuda,0.00025,Adam,705000,0.09,1000,109.0,0.913,0.894,24.9,0.09,0.891,38592.73838305473
11,size_11_NN_11,236,proportional,cuda,0.00025,Adam,708000,0.09,1000,80.0,0.943,0.925,23.5,0.09,0.92,38759.51721930504
11,size_11_NN_11,237,proportional,cuda,0.00025,Adam,711000,0.09,1000,75.0,0.951,0.928,23.9,0.09,0.925,38926.36193275452
11,size_11_NN_11,238,proportional,cuda,0.00025,Adam,714000,0.09,1000,91.0,0.926,0.914,24.5,0.09,0.909,39089.29332256317
11,size_11_NN_11,239,proportional,cuda,0.00025,Adam,717000,0.09,1000,76.0,0.961,0.924,23.7,0.09,0.924,39254.32003927231
11,size_11_NN_11,240,proportional,cuda,0.00025,Adam,720000,0.09,1000,94.0,0.937,0.912,24.5,0.09,0.906,39418.55186057091
11,size_11_NN_11,241,proportional,cuda,0.00025,Adam,723000,0.09,1000,98.0,0.919,0.913,24.5,0.09,0.902,39581.376185417175
11,size_11_NN_11,242,proportional,cuda,0.00025,Adam,726000,0.09,1000,104.0,0.922,0.902,24.4,0.09,0.896,39748.997962236404
11,size_11_NN_11,243,proportional,cuda,0.00025,Adam,729000,0.09,1000,75.0,0.942,0.9319999999999999,24.2,0.09,0.925,39917.38152933121
11,size_11_NN_11,244,proportional,cuda,0.00025,Adam,732000,0.09,1000,69.0,0.956,0.933,23.4,0.09,0.931,40084.47410058975
11,size_11_NN_11,245,proportional,cuda,0.00025,Adam,735000,0.09,1000,94.0,0.931,0.912,24.3,0.09,0.906,40248.88123846054
11,size_11_NN_11,246,proportional,cuda,0.00025,Adam,738000,0.09,1000,94.0,0.926,0.911,24.2,0.09,0.906,40408.810089588165
11,size_11_NN_11,247,proportional,cuda,0.00025,Adam,741000,0.09,1000,90.0,0.946,0.915,24.3,0.09,0.91,40573.27942156792
11,size_11_NN_11,248,proportional,cuda,0.00025,Adam,744000,0.09,1000,131.0,0.897,0.882,25.5,0.09,0.869,40739.75054383278
11,size_11_NN_11,249,proportional,cuda,0.00025,Adam,747000,0.09,1000,93.0,0.918,0.912,24.4,0.09,0.907,40905.90892410278
11,size_11_NN_11,250,proportional,cuda,0.00025,Adam,750000,0.09,1000,111.0,0.91,0.897,24.8,0.09,0.889,41069.74997091293
11,size_11_NN_11,251,proportional,cuda,0.00025,Adam,753000,0.09,1000,84.0,0.948,0.918,23.8,0.09,0.916,41234.85278868675
11,size_11_NN_11,252,proportional,cuda,0.00025,Adam,756000,0.09,1000,80.0,0.94,0.929,24.0,0.09,0.92,41402.920573949814
11,size_11_NN_11,253,proportional,cuda,0.00025,Adam,759000,0.09,1000,78.0,0.948,0.925,23.9,0.09,0.922,41566.85399222374
11,size_11_NN_11,254,proportional,cuda,0.00025,Adam,762000,0.09,1000,64.0,0.96,0.937,23.4,0.09,0.936,41731.73791003227
11,size_11_NN_11,255,proportional,cuda,0.00025,Adam,765000,0.09,1000,61.0,0.954,0.9410000000000001,23.9,0.09,0.939,41897.705951690674
11,size_11_NN_11,256,proportional,cuda,0.00025,Adam,768000,0.09,1000,99.0,0.921,0.908,24.6,0.09,0.901,42062.61568045616
11,size_11_NN_11,257,proportional,cuda,0.00025,Adam,771000,0.09,1000,75.0,0.956,0.9339999999999999,23.8,0.09,0.925,42229.21001839638
11,size_11_NN_11,258,proportional,cuda,0.00025,Adam,774000,0.09,1000,77.0,0.953,0.9299999999999999,23.9,0.09,0.923,42398.737522125244
11,size_11_NN_11,259,proportional,cuda,0.00025,Adam,777000,0.09,1000,93.0,0.93,0.911,24.2,0.09,0.907,42562.80944824219
11,size_11_NN_11,260,proportional,cuda,0.00025,Adam,780000,0.09,1000,66.0,0.959,0.9390000000000001,23.5,0.09,0.934,42730.363352537155
11,size_11_NN_11,261,proportional,cuda,0.00025,Adam,783000,0.09,1000,73.0,0.969,0.929,23.4,0.09,0.927,42895.941138505936
11,size_11_NN_11,262,proportional,cuda,0.00025,Adam,786000,0.09,1000,79.0,0.951,0.9299999999999999,24.1,0.09,0.921,43064.71661710739
11,size_11_NN_11,263,proportional,cuda,0.00025,Adam,789000,0.09,1000,149.0,0.869,0.867,25.3,0.09,0.851,43228.22062110901
11,size_11_NN_11,264,proportional,cuda,0.00025,Adam,792000,0.09,1000,146.0,0.875,0.862,26.0,0.09,0.854,43393.154183387756
11,size_11_NN_11,265,proportional,cuda,0.00025,Adam,795000,0.09,1000,92.0,0.931,0.914,24.5,0.09,0.908,43556.6990749836
11,size_11_NN_11,266,proportional,cuda,0.00025,Adam,798000,0.09,1000,102.0,0.936,0.908,24.6,0.09,0.898,43725.210955142975
11,size_11_NN_11,267,proportional,cuda,0.00025,Adam,801000,0.09,1000,85.0,0.946,0.918,24.1,0.09,0.915,43890.463314294815
11,size_11_NN_11,268,proportional,cuda,0.00025,Adam,804000,0.09,1000,119.0,0.916,0.888,24.8,0.09,0.881,44058.584112644196
11,size_11_NN_11,269,proportional,cuda,0.00025,Adam,807000,0.09,1000,79.0,0.955,0.924,23.9,0.09,0.921,44227.03127121925
11,size_11_NN_11,270,proportional,cuda,0.00025,Adam,810000,0.09,1000,117.0,0.899,0.885,25.1,0.09,0.883,44396.012904405594
11,size_11_NN_11,271,proportional,cuda,0.00025,Adam,813000,0.09,1000,64.0,0.953,0.945,23.6,0.09,0.936,44565.580592632294
11,size_11_NN_11,272,proportional,cuda,0.00025,Adam,816000,0.09,1000,88.0,0.944,0.916,23.8,0.09,0.912,44731.441039800644
11,size_11_NN_11,273,proportional,cuda,0.00025,Adam,819000,0.09,1000,59.0,0.972,0.944,23.4,0.09,0.941,44902.12416791916
11,size_11_NN_11,274,proportional,cuda,0.00025,Adam,822000,0.09,1000,74.0,0.954,0.928,23.7,0.09,0.926,45070.76372504234
11,size_11_NN_11,275,proportional,cuda,0.00025,Adam,825000,0.09,1000,74.0,0.952,0.929,23.8,0.09,0.926,45239.43246769905
11,size_11_NN_11,276,proportional,cuda,0.00025,Adam,828000,0.09,1000,82.0,0.948,0.924,24.3,0.09,0.918,45408.95848965645
11,size_11_NN_11,277,proportional,cuda,0.00025,Adam,831000,0.09,1000,94.0,0.935,0.913,24.0,0.09,0.906,45577.637600421906
11,size_11_NN_11,278,proportional,cuda,0.00025,Adam,834000,0.09,1000,133.0,0.887,0.872,25.5,0.09,0.867,45743.423209667206
11,size_11_NN_11,279,proportional,cuda,0.00025,Adam,837000,0.09,1000,115.0,0.906,0.894,24.9,0.09,0.885,45913.3713722229
11,size_11_NN_11,280,proportional,cuda,0.00025,Adam,840000,0.09,1000,105.0,0.912,0.908,24.7,0.09,0.895,46080.51787304878
11,size_11_NN_11,281,proportional,cuda,0.00025,Adam,843000,0.09,1000,181.0,0.836,0.831,26.5,0.09,0.819,46246.81052541733
11,size_11_NN_11,282,proportional,cuda,0.00025,Adam,846000,0.09,1000,111.0,0.911,0.896,24.8,0.09,0.889,46414.29709029198
11,size_11_NN_11,283,proportional,cuda,0.00025,Adam,849000,0.09,1000,78.0,0.949,0.927,24.0,0.09,0.922,46582.912788152695
11,size_11_NN_11,284,proportional,cuda,0.00025,Adam,852000,0.09,1000,115.0,0.903,0.893,24.8,0.09,0.885,46750.432502985
11,size_11_NN_11,285,proportional,cuda,0.00025,Adam,855000,0.09,1000,88.0,0.931,0.918,24.5,0.09,0.912,46919.01581811905
