# system_size, network_name, epoch, replay_memory, device, learning_rate, optimizer, total_training_steps, prediction_list_p_error, number_of_predictions, number_of_failed_syndroms, error_corrected_list, ground_state_list, average_number_of_steps_list, p_error_train, win_rate, training_time
5,size_5_NN_11,50,proportional,cuda,0.00025,Adam,50000,0.08,1000,69.0,0.999,0.931,4.1,0.08,0.931,2127.484610080719
5,size_5_NN_11,51,proportional,cuda,0.00025,Adam,51000,0.08,1000,46.0,0.999,0.954,4.0,0.08,0.954,2170.752586364746
5,size_5_NN_11,52,proportional,cuda,0.00025,Adam,52000,0.09,1000,82.0,0.998,0.918,4.6,0.09,0.918,2211.543533563614
5,size_5_NN_11,53,proportional,cuda,0.00025,Adam,53000,0.09,1000,99.0,0.999,0.901,4.6,0.09,0.901,2254.5324709415436
5,size_5_NN_11,54,proportional,cuda,0.00025,Adam,54000,0.09,1000,82.0,0.999,0.918,4.6,0.09,0.918,2297.4352312088013
5,size_5_NN_11,55,proportional,cuda,0.00025,Adam,55000,0.09,1000,75.0,1.0,0.925,4.6,0.09,0.925,2340.3979947566986
5,size_5_NN_11,56,proportional,cuda,0.00025,Adam,56000,0.09,1000,96.0,0.998,0.904,4.6,0.09,0.904,2383.4017658233643
5,size_5_NN_11,57,proportional,cuda,0.00025,Adam,57000,0.09,1000,76.0,1.0,0.924,4.6,0.09,0.924,2426.445534467697
5,size_5_NN_11,58,proportional,cuda,0.00025,Adam,58000,0.09,1000,86.0,0.992,0.915,4.8,0.09,0.914,2469.342708349228
5,size_5_NN_11,59,proportional,cuda,0.00025,Adam,59000,0.09,1000,89.0,1.0,0.911,4.5,0.09,0.911,2512.110978603363
5,size_5_NN_11,60,proportional,cuda,0.00025,Adam,60000,0.09,1000,73.0,0.998,0.927,4.5,0.09,0.927,2551.348006248474
5,size_5_NN_11,61,proportional,cuda,0.00025,Adam,61000,0.09,1000,90.0,0.993,0.913,4.9,0.09,0.91,2593.9423637390137
5,size_5_NN_11,62,proportional,cuda,0.00025,Adam,62000,0.09,1000,75.0,0.992,0.926,4.8,0.09,0.925,2635.7779726982117
5,size_5_NN_11,63,proportional,cuda,0.00025,Adam,63000,0.09,1000,110.0,0.999,0.89,4.6,0.09,0.89,2678.5752861499786
5,size_5_NN_11,64,proportional,cuda,0.00025,Adam,64000,0.09,1000,115.0,1.0,0.885,4.8,0.09,0.885,2720.6418900489807
5,size_5_NN_11,65,proportional,cuda,0.00025,Adam,65000,0.09,1000,74.0,1.0,0.926,4.5,0.09,0.926,2762.9059002399445
5,size_5_NN_11,66,proportional,cuda,0.00025,Adam,66000,0.09,1000,89.0,0.996,0.911,4.7,0.09,0.911,2802.90368103981
5,size_5_NN_11,67,proportional,cuda,0.00025,Adam,67000,0.09,1000,83.0,0.998,0.917,4.7,0.09,0.917,2845.377423286438
5,size_5_NN_11,68,proportional,cuda,0.00025,Adam,68000,0.09,1000,92.0,1.0,0.908,4.6,0.09,0.908,2887.741565465927
5,size_5_NN_11,69,proportional,cuda,0.00025,Adam,69000,0.09,1000,78.0,1.0,0.922,4.5,0.09,0.922,2930.525740623474
5,size_5_NN_11,70,proportional,cuda,0.00025,Adam,70000,0.09,1000,90.0,1.0,0.91,4.6,0.09,0.91,2972.675974369049
5,size_5_NN_11,71,proportional,cuda,0.00025,Adam,71000,0.09,1000,87.0,0.999,0.913,4.6,0.09,0.913,3015.0829360485077
5,size_5_NN_11,72,proportional,cuda,0.00025,Adam,72000,0.09,1000,87.0,1.0,0.913,4.6,0.09,0.913,3057.9528114795685
5,size_5_NN_11,73,proportional,cuda,0.00025,Adam,73000,0.09,1000,77.0,1.0,0.923,4.6,0.09,0.923,3100.705986738205
5,size_5_NN_11,74,proportional,cuda,0.00025,Adam,74000,0.09,1000,80.0,1.0,0.92,4.6,0.09,0.92,3143.148238658905
5,size_5_NN_11,75,proportional,cuda,0.00025,Adam,75000,0.09,1000,75.0,0.993,0.925,4.9,0.09,0.925,3185.493195295334
5,size_5_NN_11,76,proportional,cuda,0.00025,Adam,76000,0.09,1000,98.0,0.999,0.902,4.6,0.09,0.902,3227.523617506027
5,size_5_NN_11,77,proportional,cuda,0.00025,Adam,77000,0.09,1000,79.0,0.997,0.921,4.8,0.09,0.921,3270.17937874794
5,size_5_NN_11,78,proportional,cuda,0.00025,Adam,78000,0.09,1000,82.0,1.0,0.918,4.6,0.09,0.918,3312.9717741012573
5,size_5_NN_11,79,proportional,cuda,0.00025,Adam,79000,0.09,1000,60.0,0.999,0.94,4.5,0.09,0.94,3354.9140791893005
5,size_5_NN_11,80,proportional,cuda,0.00025,Adam,80000,0.09,1000,75.0,0.999,0.925,4.6,0.09,0.925,3397.0327050685883
5,size_5_NN_11,81,proportional,cuda,0.00025,Adam,81000,0.09,1000,81.0,0.995,0.92,4.7,0.09,0.919,3439.463292837143
5,size_5_NN_11,82,proportional,cuda,0.00025,Adam,82000,0.09,1000,80.0,1.0,0.92,4.5,0.09,0.92,3481.2893109321594
5,size_5_NN_11,83,proportional,cuda,0.00025,Adam,83000,0.09,1000,71.0,1.0,0.929,4.4,0.09,0.929,3522.995925426483
5,size_5_NN_11,84,proportional,cuda,0.00025,Adam,84000,0.09,1000,70.0,1.0,0.9299999999999999,4.5,0.09,0.93,3564.9696514606476
5,size_5_NN_11,85,proportional,cuda,0.00025,Adam,85000,0.09,1000,74.0,0.995,0.928,4.7,0.09,0.926,3606.7518417835236
5,size_5_NN_11,86,proportional,cuda,0.00025,Adam,86000,0.09,1000,61.0,1.0,0.9390000000000001,4.5,0.09,0.939,3648.8461453914642
5,size_5_NN_11,87,proportional,cuda,0.00025,Adam,87000,0.09,1000,79.0,1.0,0.921,4.6,0.09,0.921,3691.38312959671
5,size_5_NN_11,88,proportional,cuda,0.00025,Adam,88000,0.09,1000,79.0,0.995,0.921,4.8,0.09,0.921,3733.659633874893
5,size_5_NN_11,89,proportional,cuda,0.00025,Adam,89000,0.09,1000,84.0,1.0,0.916,4.4,0.09,0.916,3776.0310204029083
5,size_5_NN_11,90,proportional,cuda,0.00025,Adam,90000,0.09,1000,92.0,0.995,0.908,4.8,0.09,0.908,3818.3797397613525
5,size_5_NN_11,91,proportional,cuda,0.00025,Adam,91000,0.09,1000,69.0,1.0,0.931,4.6,0.09,0.931,3861.109889268875
5,size_5_NN_11,92,proportional,cuda,0.00025,Adam,92000,0.09,1000,77.0,1.0,0.923,4.4,0.09,0.923,3903.8172101974487
5,size_5_NN_11,93,proportional,cuda,0.00025,Adam,93000,0.09,1000,68.0,1.0,0.9319999999999999,4.6,0.09,0.932,3946.316207885742
5,size_5_NN_11,94,proportional,cuda,0.00025,Adam,94000,0.09,1000,83.0,1.0,0.917,4.5,0.09,0.917,3988.9504227638245
5,size_5_NN_11,95,proportional,cuda,0.00025,Adam,95000,0.09,1000,83.0,1.0,0.917,4.5,0.09,0.917,4031.145740032196
5,size_5_NN_11,96,proportional,cuda,0.00025,Adam,96000,0.09,1000,89.0,0.999,0.911,4.8,0.09,0.911,4073.291490793228
5,size_5_NN_11,97,proportional,cuda,0.00025,Adam,97000,0.09,1000,73.0,1.0,0.927,4.6,0.09,0.927,4115.714509963989
5,size_5_NN_11,98,proportional,cuda,0.00025,Adam,98000,0.09,1000,89.0,1.0,0.911,4.5,0.09,0.911,4158.150480270386
5,size_5_NN_11,99,proportional,cuda,0.00025,Adam,99000,0.09,1000,86.0,0.999,0.914,4.6,0.09,0.914,4200.160224914551
5,size_5_NN_11,100,proportional,cuda,0.00025,Adam,100000,0.09,1000,77.0,1.0,0.923,4.6,0.09,0.923,4242.405629634857
5,size_5_NN_11,101,proportional,cuda,0.00025,Adam,101000,0.09,1000,73.0,1.0,0.927,4.5,0.09,0.927,4284.746328353882
5,size_5_NN_11,102,proportional,cuda,0.00025,Adam,102000,0.09,1000,75.0,0.999,0.925,4.5,0.09,0.925,4327.238951444626
5,size_5_NN_11,103,proportional,cuda,0.00025,Adam,103000,0.09,1000,71.0,1.0,0.929,4.4,0.09,0.929,4369.710740566254
5,size_5_NN_11,104,proportional,cuda,0.00025,Adam,104000,0.09,1000,97.0,0.999,0.903,4.6,0.09,0.903,4409.126332044601
5,size_5_NN_11,105,proportional,cuda,0.00025,Adam,105000,0.09,1000,78.0,1.0,0.922,4.5,0.09,0.922,4451.6653554439545
5,size_5_NN_11,106,proportional,cuda,0.00025,Adam,106000,0.09,1000,79.0,1.0,0.921,4.5,0.09,0.921,4494.422233819962
5,size_5_NN_11,107,proportional,cuda,0.00025,Adam,107000,0.09,1000,94.0,1.0,0.906,4.7,0.09,0.906,4537.253536701202
5,size_5_NN_11,108,proportional,cuda,0.00025,Adam,108000,0.09,1000,74.0,1.0,0.926,4.5,0.09,0.926,4579.648557424545
5,size_5_NN_11,109,proportional,cuda,0.00025,Adam,109000,0.09,1000,70.0,0.998,0.9299999999999999,4.6,0.09,0.93,4621.893005609512
5,size_5_NN_11,110,proportional,cuda,0.00025,Adam,110000,0.09,1000,81.0,1.0,0.919,4.5,0.09,0.919,4664.177692890167
5,size_5_NN_11,111,proportional,cuda,0.00025,Adam,111000,0.09,1000,82.0,1.0,0.918,4.5,0.09,0.918,4706.714877128601
5,size_5_NN_11,112,proportional,cuda,0.00025,Adam,112000,0.09,1000,89.0,1.0,0.911,4.5,0.09,0.911,4749.238585472107
5,size_5_NN_11,113,proportional,cuda,0.00025,Adam,113000,0.09,1000,82.0,1.0,0.918,4.6,0.09,0.918,4791.863338947296
5,size_5_NN_11,114,proportional,cuda,0.00025,Adam,114000,0.09,1000,88.0,1.0,0.912,4.7,0.09,0.912,4834.206471681595
5,size_5_NN_11,115,proportional,cuda,0.00025,Adam,115000,0.09,1000,88.0,0.999,0.912,4.6,0.09,0.912,4876.4865045547485
5,size_5_NN_11,116,proportional,cuda,0.00025,Adam,116000,0.09,1000,95.0,1.0,0.905,4.6,0.09,0.905,4918.5353307724
5,size_5_NN_11,117,proportional,cuda,0.00025,Adam,117000,0.09,1000,97.0,0.999,0.903,4.7,0.09,0.903,4960.881497621536
5,size_5_NN_11,118,proportional,cuda,0.00025,Adam,118000,0.09,1000,82.0,0.999,0.918,4.5,0.09,0.918,5003.233081579208
5,size_5_NN_11,119,proportional,cuda,0.00025,Adam,119000,0.09,1000,80.0,1.0,0.92,4.5,0.09,0.92,5042.0208394527435
5,size_5_NN_11,120,proportional,cuda,0.00025,Adam,120000,0.09,1000,81.0,1.0,0.919,4.6,0.09,0.919,5084.355512857437
5,size_5_NN_11,121,proportional,cuda,0.00025,Adam,121000,0.09,1000,82.0,1.0,0.918,4.5,0.09,0.918,5123.984543800354
5,size_5_NN_11,122,proportional,cuda,0.00025,Adam,122000,0.09,1000,76.0,0.998,0.924,4.7,0.09,0.924,5166.4928233623505
5,size_5_NN_11,123,proportional,cuda,0.00025,Adam,123000,0.09,1000,70.0,0.999,0.9299999999999999,4.6,0.09,0.93,5208.992782592773
5,size_5_NN_11,124,proportional,cuda,0.00025,Adam,124000,0.09,1000,91.0,0.996,0.91,4.8,0.09,0.909,5250.879957437515
5,size_5_NN_11,125,proportional,cuda,0.00025,Adam,125000,0.09,1000,88.0,1.0,0.912,4.6,0.09,0.912,5293.285757064819
5,size_5_NN_11,126,proportional,cuda,0.00025,Adam,126000,0.09,1000,81.0,0.997,0.919,4.7,0.09,0.919,5335.84467458725
5,size_5_NN_11,127,proportional,cuda,0.00025,Adam,127000,0.09,1000,84.0,1.0,0.916,4.6,0.09,0.916,5378.067143201828
5,size_5_NN_11,128,proportional,cuda,0.00025,Adam,128000,0.09,1000,74.0,1.0,0.926,4.5,0.09,0.926,5420.483244419098
5,size_5_NN_11,129,proportional,cuda,0.00025,Adam,129000,0.09,1000,81.0,0.999,0.919,4.6,0.09,0.919,5462.5729150772095
5,size_5_NN_11,130,proportional,cuda,0.00025,Adam,130000,0.09,1000,85.0,0.999,0.915,4.6,0.09,0.915,5504.59015083313
5,size_5_NN_11,131,proportional,cuda,0.00025,Adam,131000,0.09,1000,66.0,1.0,0.9339999999999999,4.5,0.09,0.934,5546.983795166016
5,size_5_NN_11,132,proportional,cuda,0.00025,Adam,132000,0.09,1000,99.0,0.999,0.901,4.6,0.09,0.901,5589.05246591568
5,size_5_NN_11,133,proportional,cuda,0.00025,Adam,133000,0.09,1000,80.0,1.0,0.92,4.5,0.09,0.92,5631.426198959351
5,size_5_NN_11,134,proportional,cuda,0.00025,Adam,134000,0.09,1000,92.0,1.0,0.908,4.6,0.09,0.908,5674.100595474243
5,size_5_NN_11,135,proportional,cuda,0.00025,Adam,135000,0.09,1000,85.0,0.999,0.915,4.6,0.09,0.915,5716.461837768555
5,size_5_NN_11,136,proportional,cuda,0.00025,Adam,136000,0.09,1000,79.0,1.0,0.921,4.5,0.09,0.921,5758.794017791748
5,size_5_NN_11,137,proportional,cuda,0.00025,Adam,137000,0.09,1000,71.0,1.0,0.929,4.5,0.09,0.929,5801.5812911987305
5,size_5_NN_11,138,proportional,cuda,0.00025,Adam,138000,0.09,1000,93.0,0.999,0.907,4.6,0.09,0.907,5844.028665781021
5,size_5_NN_11,139,proportional,cuda,0.00025,Adam,139000,0.09,1000,70.0,1.0,0.9299999999999999,4.5,0.09,0.93,5886.750098228455
5,size_5_NN_11,140,proportional,cuda,0.00025,Adam,140000,0.09,1000,91.0,0.999,0.909,4.7,0.09,0.909,5929.339276790619
